kategori_wilayah,kategori_membership,bergabung_melalui_referral,jenis_penawaran_preferensi,medium_operasi,rata_rata_waktu_dihabiskan,rata_rata_nilai_transaksi,rata_rata_hari_login,poin_di_dompet,menggunakan_diskon_khusus,preferensi_aplikasi_penawaran,umpan_balik
Unknown,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,673.61,80871.465,13.0,1031.30375,No,Yes,Quality Customer Care
Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,33.07,6446.17,5.0,716.04,Yes,No,No reason specified
Village,No Membership,No,Credit/Debit Card Offers,Desktop,32.29,36891.22,20.0,299.8337499999999,No,Yes,Too many ads
City,Gold Membership,No,Without Offers,Smartphone,62.11,3183.05,10.0,986.8404502,No,Yes,Too many ads
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,111.46,10180.8,7.0,692.06,Yes,No,Too many ads
Town,No Membership,Yes,Without Offers,Unknown,507.22,3900.1,17.0,651.82,Yes,No,Poor Customer Service
Town,No Membership,Unknown,Without Offers,Unknown,227.53,36723.57,20.0,659.31,No,Yes,Poor Website
City,Gold Membership,Unknown,Without Offers,Desktop,259.44,57144.93,2.0,702.83,No,Yes,User Friendly Website
Town,No Membership,Unknown,Without Offers,Desktop,36.17,34844.02,25.0,543.88,No,Yes,Poor Website
City,Platinum Membership,Unknown,Credit/Debit Card Offers,Desktop,138.71,42454.35,15.0,427.2387261,No,Yes,No reason specified
City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,0.0,41707.78,32.539527,1031.30375,Yes,No,No reason specified
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,69.12,33934.77,25.0,912.1752075,No,Yes,Poor Website
Unknown,Platinum Membership,No,Without Offers,Desktop,338.83,42537.75,6.0,494.0162516,Yes,No,Too many ads
Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,38.9,14890.12,27.0,782.81,No,Yes,Poor Product Quality
City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,82.07,47363.05,11.0,655.77,Yes,No,Too many ads
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,30.77,41981.22,15.0,741.9,No,Yes,Poor Product Quality
City,Gold Membership,Unknown,Gift Vouchers/Coupons,Desktop,54.75,49381.32,12.0,788.96,Yes,No,Poor Product Quality
Village,No Membership,No,Gift Vouchers/Coupons,Smartphone,31.57,29919.64,22.0,514.49,Yes,No,Poor Website
Town,No Membership,No,Gift Vouchers/Coupons,Desktop,164.15,32947.37,29.0,698.5,No,Yes,Poor Customer Service
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,30.24,3706.65,11.0,535.61,No,Yes,Too many ads
Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,306.35,31358.38,13.0,675.85,Yes,Yes,Poor Product Quality
City,Premium Membership,No,Gift Vouchers/Coupons,Unknown,158.6,39158.75,14.0,719.83,Yes,No,Poor Customer Service
Unknown,Basic Membership,Yes,Without Offers,Desktop,174.18,47348.27,27.0,640.74,Yes,No,No reason specified
City,Gold Membership,Unknown,Gift Vouchers/Coupons,Smartphone,99.63,27664.67,17.0,668.79,No,Yes,Poor Customer Service
Village,No Membership,Yes,Without Offers,Desktop,0.0,10019.22,22.0,299.8337499999999,No,Yes,Too many ads
Town,Gold Membership,No,Without Offers,Desktop,55.03,6279.52,16.0,648.45,No,Yes,Poor Website
Town,No Membership,Yes,Without Offers,Smartphone,34.07,14611.04,21.0,697.73,No,Yes,Poor Product Quality
Unknown,No Membership,Unknown,Without Offers,Desktop,801.13375,40384.27,19.0,669.55,Yes,No,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,51.76,34140.78,29.0,722.8,No,Yes,No reason specified
Unknown,Basic Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,9381.75,12.0,299.8337499999999,No,Yes,Poor Website
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,40.61,4437.39,17.0,749.83,No,Yes,Poor Customer Service
City,Gold Membership,Yes,Gift Vouchers/Coupons,Unknown,668.71,80871.465,13.0,810.64,Yes,Yes,Quality Customer Care
Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,60.59,34765.34,6.0,712.61,No,Yes,Poor Product Quality
Town,Basic Membership,No,Without Offers,Smartphone,33.98,24842.13,20.0,568.22,No,Yes,Poor Website
City,Gold Membership,No,Without Offers,Both,479.75,19966.69,16.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,34.01,31756.11,14.0,727.49,Yes,No,Too many ads
Town,No Membership,Unknown,Without Offers,Desktop,599.97,37427.42,26.0,612.98,No,Yes,Poor Product Quality
Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,178.3,30947.86,7.0,791.19,Yes,No,Poor Website
Town,Basic Membership,Unknown,Without Offers,Smartphone,63.17,9531.82,0.0,653.79,No,Yes,Too many ads
Unknown,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,82.03,80871.465,8.0,299.8337499999999,No,Yes,Reasonable Price
City,No Membership,No,Gift Vouchers/Coupons,Smartphone,32.32,19978.9,0.0,630.87,No,Yes,No reason specified
City,Platinum Membership,Yes,Without Offers,Desktop,235.9,80871.465,0.0,766.92,Yes,Yes,Reasonable Price
Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,76.11,15303.7,26.0,698.21,Yes,No,Poor Website
City,Premium Membership,No,Without Offers,Smartphone,189.88,36901.43,25.0,299.8337499999999,No,Yes,Poor Customer Service
Town,Basic Membership,Unknown,Without Offers,Desktop,249.03,5941.9,18.0,564.93,Yes,No,Poor Customer Service
Town,Silver Membership,Unknown,Credit/Debit Card Offers,Desktop,141.68,5761.66,12.0,772.64,No,Yes,Poor Product Quality
City,Silver Membership,No,Credit/Debit Card Offers,Desktop,64.48,37814.81,5.0,1031.30375,Yes,No,Poor Product Quality
City,Platinum Membership,Unknown,Gift Vouchers/Coupons,Both,293.86,73312.76,18.0,818.19,Yes,Yes,Products always in Stock
City,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,801.13375,46993.71,17.0,518.79,Yes,No,Poor Product Quality
Town,Gold Membership,No,Without Offers,Smartphone,391.9,43755.9,5.0,738.84,No,Yes,Poor Website
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,41.73,20228.96,0.0,695.63,Yes,No,Too many ads
Town,Basic Membership,Yes,Without Offers,Smartphone,175.01,5606.91,18.0,615.4,Yes,No,Poor Customer Service
Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,484.65,37360.65,22.0,299.8337499999999,Yes,No,Too many ads
Town,No Membership,Unknown,Without Offers,Unknown,65.25,22090.36,0.0,701.61,No,Yes,Too many ads
Unknown,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,594.41,7350.56,28.0,750.69,Yes,No,No reason specified
Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,45259.63,12.0,299.8337499999999,Yes,No,No reason specified
Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,801.13375,7967.86,15.0,299.8337499999999,Yes,Yes,Poor Website
City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,72.72,42276.58,17.0,638.92,Yes,No,No reason specified
Unknown,Gold Membership,Yes,Without Offers,Both,801.13375,46881.85,0.0,299.8337499999999,Yes,Yes,Poor Website
City,Gold Membership,No,Gift Vouchers/Coupons,Both,380.54,24320.24,9.0,772.25,Yes,Yes,Reasonable Price
City,Basic Membership,No,Without Offers,Unknown,80.02,4715.3,20.0,576.9,No,Yes,Poor Customer Service
City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,7998.85,44.5,784.64,Yes,No,Poor Website
Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,38.61,77607.01,12.0,413.5839172,No,Yes,Quality Customer Care
Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,619.84,4530.48,27.0,299.8337499999999,Yes,No,Too many ads
Town,Platinum Membership,Unknown,Gift Vouchers/Coupons,Both,216.77,10614.91,12.0,780.13,Yes,Yes,Poor Product Quality
Unknown,No Membership,Yes,Without Offers,Both,801.13375,25414.53,14.0,299.8337499999999,No,Yes,Poor Product Quality
City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,132.52,48844.02,0.0,359.3902,No,Yes,Poor Customer Service
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Desktop,67.78,14175.2,0.0,464.501175,No,Yes,Poor Customer Service
City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,0.0,21060.12,7.0,708.14,Yes,No,Poor Customer Service
Village,Platinum Membership,Unknown,Gift Vouchers/Coupons,Both,238.85,1411.71,9.0,854.0947616,Yes,Yes,Reasonable Price
City,Silver Membership,No,Without Offers,Smartphone,77.21,19951.35,17.0,790.26,Yes,No,Too many ads
Village,Basic Membership,Yes,Without Offers,Smartphone,32.07,49053.96,22.0,660.06,Yes,No,Poor Website
City,No Membership,Yes,Without Offers,Desktop,721.88,15788.89,6.0,665.81,Yes,Yes,Poor Product Quality
City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,45.6,48084.6,20.0,627.24,No,Yes,Too many ads
Unknown,Premium Membership,Yes,Gift Vouchers/Coupons,Unknown,78.63,31774.0,11.0,706.42,Yes,No,Poor Website
Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,170.8,47595.8,7.0,814.01,No,Yes,Products always in Stock
Town,Premium Membership,No,Gift Vouchers/Coupons,Unknown,183.84,3201.04,14.0,755.73,No,Yes,No reason specified
City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,153.35,29948.37,0.0,627.74,No,Yes,No reason specified
Town,No Membership,Yes,Credit/Debit Card Offers,Both,801.13375,42066.64,18.0,299.8337499999999,Yes,Yes,Poor Website
Town,Premium Membership,Unknown,Credit/Debit Card Offers,Both,213.12,35131.4,2.0,798.55,No,Yes,Products always in Stock
Unknown,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,45.38,17136.96,7.0,720.62,Yes,No,Poor Customer Service
Village,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,296.18,39062.65,0.0,299.8337499999999,Yes,Yes,Poor Product Quality
Town,No Membership,Yes,Gift Vouchers/Coupons,Unknown,801.13375,41996.86,15.0,553.74,No,Yes,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,503.1,44934.19,24.0,796.91,Yes,No,Too many ads
City,No Membership,Yes,Without Offers,Smartphone,94.86,39271.1,29.0,299.8337499999999,No,Yes,No reason specified
Town,Gold Membership,No,Credit/Debit Card Offers,Unknown,126.16,35785.29,25.0,631.08,Yes,No,Poor Website
Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,133.44,33911.42,17.0,299.8337499999999,No,Yes,Poor Website
Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,0.0,25751.02,11.0,709.69,Yes,No,Too many ads
City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,83.08,57551.36,17.0,827.34,No,Yes,Products always in Stock
City,Gold Membership,Yes,Gift Vouchers/Coupons,Unknown,34.29,77681.61,3.0,752.15,No,Yes,Reasonable Price
City,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,33.59,28458.16,26.0,299.8337499999999,Yes,No,Poor Customer Service
Unknown,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,255.5,28530.52,7.0,797.22,Yes,Yes,Reasonable Price
Town,Premium Membership,Unknown,Without Offers,Desktop,38.18,36486.45,10.0,786.0,No,Yes,No reason specified
Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,168.4,1554.83,10.0,755.44,Yes,No,Poor Customer Service
Village,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,40.03,21868.44,22.0,299.8337499999999,No,Yes,Poor Customer Service
Unknown,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,31.95,5979.09,15.0,627.66,No,Yes,Poor Product Quality
Town,No Membership,Yes,Without Offers,Desktop,601.41,38116.52,9.0,553.04,No,Yes,No reason specified
City,Gold Membership,No,Credit/Debit Card Offers,Desktop,282.43,75174.49,18.0,791.54,Yes,Yes,Reasonable Price
Village,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,99.73,28844.26,24.0,643.4,No,Yes,Poor Product Quality
Town,No Membership,No,Without Offers,Desktop,133.33,21730.31,10.0,299.8337499999999,Yes,No,Too many ads
Village,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,51.76,41546.13,9.0,707.68,Yes,No,No reason specified
Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,801.13375,35071.61,0.0,751.22,Yes,No,Poor Customer Service
Village,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,686.16,40777.31,19.0,788.33,No,Yes,Poor Website
Village,Gold Membership,No,Credit/Debit Card Offers,Unknown,160.61,22117.71,16.0,299.8337499999999,Yes,No,Poor Product Quality
Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,169.88,3114.65,24.0,299.8337499999999,No,Yes,No reason specified
Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,180.52,79468.17,15.0,777.1,Yes,No,Quality Customer Care
City,Platinum Membership,No,Gift Vouchers/Coupons,Unknown,62.48,38269.61,15.0,796.26,Yes,No,Poor Website
Unknown,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,81.28,72442.22,9.0,843.23,No,Yes,Quality Customer Care
Unknown,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,193.16,4908.58,23.0,747.45,No,Yes,Poor Customer Service
City,No Membership,No,Credit/Debit Card Offers,Smartphone,81.11,32825.4,0.0,646.11,Yes,No,Poor Website
City,No Membership,No,Gift Vouchers/Coupons,Smartphone,801.13375,46280.35,10.0,620.57,No,Yes,Poor Product Quality
Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,35168.89,15.0,299.8337499999999,Yes,Yes,No reason specified
City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,0.0,6408.53,9.0,678.12,No,Yes,Poor Customer Service
City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,618.52,32178.51,14.0,795.53,No,Yes,Poor Website
Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,34.32,16366.24,20.0,610.13,Yes,No,Too many ads
Unknown,Platinum Membership,No,Without Offers,Smartphone,273.8,17459.3,24.0,796.52,Yes,Yes,Too many ads
Town,No Membership,No,Credit/Debit Card Offers,Desktop,33.71,4651.93,7.0,564.63,No,Yes,Poor Customer Service
Town,Silver Membership,No,Credit/Debit Card Offers,Both,0.0,15357.86,17.0,622.69,No,Yes,Too many ads
Unknown,Basic Membership,No,Credit/Debit Card Offers,Smartphone,34.1,2233.31,29.0,614.96,No,Yes,No reason specified
Village,Platinum Membership,Unknown,Credit/Debit Card Offers,Smartphone,123.22,34792.09,6.0,766.5,Yes,No,No reason specified
Town,No Membership,Yes,Credit/Debit Card Offers,Unknown,161.55,32817.28,28.0,715.14,No,Yes,No reason specified
Village,Premium Membership,No,Without Offers,Smartphone,138.17,13006.36,13.0,786.76,Yes,No,Poor Product Quality
Unknown,No Membership,No,Gift Vouchers/Coupons,Smartphone,80.07,23467.19,24.0,670.13,Yes,No,Poor Product Quality
City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,100.31,14399.78,8.0,928.8092001,Yes,No,Poor Website
City,No Membership,Unknown,Credit/Debit Card Offers,Both,0.0,43289.35,10.0,635.08,No,Yes,No reason specified
City,Platinum Membership,No,Without Offers,Smartphone,30.64,32059.13,0.0,743.33,Yes,No,No reason specified
Village,Premium Membership,Yes,Credit/Debit Card Offers,Unknown,213.35,60102.73,16.0,299.8337499999999,Yes,Yes,Reasonable Price
City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,176.25,31978.45,28.0,304.5749429,No,Yes,Poor Product Quality
City,Gold Membership,Yes,Without Offers,Both,523.64,11887.05,11.0,1031.30375,Yes,No,Poor Customer Service
City,No Membership,No,Credit/Debit Card Offers,Smartphone,176.45,13809.26,5.0,1031.30375,Yes,No,Poor Website
City,Gold Membership,Unknown,Gift Vouchers/Coupons,Desktop,171.49,16027.19,24.0,306.1236271,No,Yes,No reason specified
Town,Silver Membership,Unknown,Gift Vouchers/Coupons,Desktop,99.49,6481.86,19.0,1031.30375,No,Yes,Too many ads
Unknown,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,241.0,33313.65,13.0,809.3956231,Yes,Yes,Poor Website
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,0.0,15648.55,26.0,717.53,Yes,No,No reason specified
Town,Basic Membership,Unknown,Without Offers,Desktop,801.13375,32201.63,20.0,670.27,Yes,Yes,Poor Product Quality
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,31.46,32306.56,24.0,299.8337499999999,Yes,No,No reason specified
Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,65.52,49631.34,26.0,665.65,No,Yes,Too many ads
Town,Premium Membership,No,Without Offers,Smartphone,126.87,21406.4,13.0,767.3,No,Yes,Poor Website
Village,Basic Membership,Unknown,Without Offers,Desktop,58.38,37322.91,5.0,648.94,No,Yes,Poor Customer Service
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,546.1,23986.07,6.0,658.37,No,Yes,No reason specified
Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,380.71,6608.09,16.0,814.88,Yes,Yes,Products always in Stock
City,Silver Membership,Unknown,Credit/Debit Card Offers,Smartphone,58.15,27995.24,18.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,33.69,23228.79,0.0,732.11,Yes,No,Too many ads
Village,Silver Membership,No,Credit/Debit Card Offers,Smartphone,179.42,22963.05,27.0,694.65,Yes,No,Poor Product Quality
Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,0.0,24600.92,10.0,779.57,No,Yes,Products always in Stock
Town,Basic Membership,Yes,Without Offers,Desktop,30.6,13389.87,0.0,687.33,Yes,No,Poor Website
City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,80.6,30642.18,8.0,659.92,No,Yes,Too many ads
City,No Membership,Yes,Without Offers,Both,64.86,35825.1,8.0,668.92,No,Yes,Poor Product Quality
City,No Membership,No,Credit/Debit Card Offers,Both,435.55,21712.18,22.0,614.76,Yes,Yes,No reason specified
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,0.0,13085.23,15.0,711.14,No,Yes,Too many ads
Town,No Membership,Unknown,Gift Vouchers/Coupons,Smartphone,801.13375,22842.77,26.0,585.1,Yes,Yes,Poor Product Quality
City,No Membership,No,Gift Vouchers/Coupons,Desktop,393.92,15176.24,13.0,299.8337499999999,No,Yes,Poor Customer Service
Unknown,No Membership,Unknown,Credit/Debit Card Offers,Desktop,264.54,40756.7,26.0,628.31,Yes,No,Too many ads
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Unknown,89.08,31604.64,12.0,685.52,No,Yes,Poor Product Quality
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Desktop,62.54,50065.89,13.0,796.93,Yes,No,User Friendly Website
Town,Silver Membership,Unknown,Without Offers,Desktop,32.25,3777.39,18.0,616.45,Yes,No,Poor Website
Village,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,31.17,4353.12,11.0,299.8337499999999,No,Yes,No reason specified
City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,53.96,71681.05,17.0,299.8337499999999,No,Yes,Reasonable Price
City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,370.19,5614.0,28.0,556.04,Yes,No,Poor Customer Service
City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,57.67,43115.46,26.0,633.66,No,Yes,Poor Product Quality
City,Premium Membership,No,Credit/Debit Card Offers,Unknown,41.22,30747.21,8.0,753.2,No,Yes,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,48.73,28703.61,28.0,600.23,No,Yes,Too many ads
Town,Silver Membership,Yes,Without Offers,Smartphone,763.64,39309.11,19.0,633.42,Yes,No,Poor Website
Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,53.49,11106.35,29.0,681.5,No,Yes,Poor Customer Service
City,Silver Membership,No,Without Offers,Unknown,317.53,2808.17,6.0,668.32,No,Yes,Poor Website
Village,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,56.42,33941.99,4.0,306.1489824,Yes,No,Quality Customer Care
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,137.53,44239.78,29.0,596.52,No,Yes,Poor Customer Service
City,Basic Membership,Yes,Without Offers,Smartphone,801.13375,34059.31,29.0,613.45,No,Yes,Poor Website
City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,416.85,46533.17,0.0,740.88,Yes,Yes,No reason specified
Unknown,Basic Membership,No,Without Offers,Desktop,47.14,20289.36,9.0,513.3,No,Yes,Too many ads
Town,Basic Membership,Unknown,Without Offers,Desktop,156.2,40634.78,0.0,535.02,Yes,No,Poor Website
City,Premium Membership,Unknown,Gift Vouchers/Coupons,Desktop,229.18,11993.09,6.0,755.24,No,Yes,Products always in Stock
City,Basic Membership,Yes,Without Offers,Smartphone,531.68,37949.99,34.55468895,625.99,Yes,No,Poor Customer Service
City,Basic Membership,No,Without Offers,Both,0.0,41319.81,18.0,625.88,Yes,No,No reason specified
Town,No Membership,No,Credit/Debit Card Offers,Both,338.86,21632.92,15.0,299.8337499999999,Yes,No,Too many ads
Unknown,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,505.15,18751.13,17.0,608.23,No,Yes,Poor Website
City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,32.16,67458.29,0.0,764.62,Yes,No,User Friendly Website
City,No Membership,Yes,Without Offers,Smartphone,33.73,29069.21,23.0,611.31,No,Yes,No reason specified
Town,No Membership,Yes,Without Offers,Desktop,801.13375,38031.0,24.0,630.78,Yes,No,Poor Product Quality
Unknown,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,253.14,44065.04,7.0,778.28,Yes,No,Quality Customer Care
City,Basic Membership,No,Credit/Debit Card Offers,Desktop,33.24,947.41,12.0,514.13,Yes,No,Poor Customer Service
City,Gold Membership,No,Credit/Debit Card Offers,Both,210.05,6454.35,11.0,717.69,Yes,No,Poor Product Quality
Village,Silver Membership,Unknown,Without Offers,Both,610.84,63262.51,5.0,755.15,Yes,Yes,Reasonable Price
Village,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,214.23,53209.44,17.0,703.83,No,Yes,Reasonable Price
City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,177.01,20149.4,7.0,781.29,Yes,No,No reason specified
City,Silver Membership,Unknown,Credit/Debit Card Offers,Desktop,33.5,4711.49,23.0,763.53,No,Yes,Poor Website
Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,155.81,40287.32,19.0,558.92,No,Yes,Poor Customer Service
Village,Gold Membership,Yes,Without Offers,Smartphone,58.18,6627.82,24.0,299.8337499999999,No,Yes,Poor Product Quality
Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,33.54,49535.12,9.0,719.42,No,Yes,Poor Customer Service
Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,156.71,34108.19,44.5,694.68,Yes,No,Poor Website
Village,Premium Membership,No,Without Offers,Desktop,34.24,27313.59,10.0,770.32,No,Yes,Poor Website
Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,801.13375,1925.78,16.0,299.8337499999999,No,Yes,Poor Customer Service
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,30.67,80871.465,18.0,763.19,Yes,No,User Friendly Website
City,Basic Membership,No,Without Offers,Desktop,47.03,36097.54,12.0,299.8337499999999,Yes,No,Poor Product Quality
Village,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,74.34,37040.61,11.0,791.35,No,Yes,Reasonable Price
Town,Premium Membership,No,Credit/Debit Card Offers,Unknown,0.0,7668.67,26.0,713.82,Yes,No,Poor Product Quality
Village,Gold Membership,No,Without Offers,Unknown,348.98,51467.22,5.0,299.8337499999999,Yes,Yes,Products always in Stock
City,No Membership,Unknown,Credit/Debit Card Offers,Desktop,90.23,46722.66,17.0,680.29,Yes,No,Poor Customer Service
Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,228.7,37767.27,2.0,1031.30375,Yes,Yes,User Friendly Website
Town,No Membership,No,Without Offers,Smartphone,294.29,15814.77,5.0,636.64,Yes,No,No reason specified
Unknown,Silver Membership,Unknown,Without Offers,Smartphone,426.44,12808.73,6.0,799.77,Yes,Yes,Too many ads
Village,Premium Membership,No,Without Offers,Smartphone,188.92,16396.61,25.0,799.93,Yes,No,Poor Customer Service
City,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,157.92,40127.64,7.0,635.17,No,Yes,Poor Website
Unknown,Basic Membership,Unknown,Credit/Debit Card Offers,Smartphone,689.11,44313.31,18.0,299.8337499999999,Yes,No,Poor Customer Service
Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,59.63,34806.9,7.0,665.62,Yes,No,Poor Customer Service
City,Gold Membership,Yes,Credit/Debit Card Offers,Both,706.42,34349.83,9.0,603.77,No,Yes,No reason specified
Town,No Membership,No,Credit/Debit Card Offers,Smartphone,113.02,17460.34,0.0,656.92,Yes,No,Poor Product Quality
City,Silver Membership,Yes,Without Offers,Desktop,31.19,9545.52,12.0,299.8337499999999,No,Yes,Poor Website
Town,Silver Membership,Unknown,Credit/Debit Card Offers,Desktop,84.06,46092.2,0.0,299.8337499999999,Yes,No,Poor Website
City,Platinum Membership,No,Without Offers,Smartphone,48.77,35896.7,13.0,795.09,No,Yes,Poor Customer Service
Village,No Membership,No,Credit/Debit Card Offers,Unknown,208.77,20636.23,7.0,673.39,Yes,No,Too many ads
Unknown,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,31.76,19083.67,8.0,299.8337499999999,Yes,No,Too many ads
Town,Platinum Membership,No,Without Offers,Smartphone,217.92,37338.09,18.0,781.89,Yes,Yes,Quality Customer Care
City,Silver Membership,Yes,Without Offers,Smartphone,665.24,11541.44,17.0,640.05,Yes,Yes,Poor Customer Service
Unknown,Platinum Membership,No,Credit/Debit Card Offers,Unknown,0.0,9027.65,19.0,710.28,No,Yes,Poor Product Quality
Town,Premium Membership,No,Gift Vouchers/Coupons,Both,445.47,80871.465,10.0,790.51,Yes,Yes,Quality Customer Care
Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,33.32,24985.14,8.0,780.02,No,Yes,Poor Product Quality
City,Basic Membership,Yes,Without Offers,Both,696.89,38105.22,0.0,299.8337499999999,Yes,Yes,Poor Product Quality
Town,No Membership,No,Without Offers,Smartphone,49.89,23445.83,17.0,501.84,No,Yes,No reason specified
Town,Premium Membership,Yes,Without Offers,Smartphone,52.92,1076.12,8.0,728.25,No,Yes,Poor Customer Service
City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,11057.33,20.0,685.03,Yes,No,No reason specified
Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,353.5,49904.97,14.0,697.35,Yes,No,Poor Product Quality
Town,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,42.11,47565.61,8.0,677.67,No,Yes,Too many ads
City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,164.73,49580.13,8.0,299.8337499999999,No,Yes,Too many ads
Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,353.37,42194.47,14.0,705.04,Yes,Yes,Too many ads
City,Basic Membership,No,Credit/Debit Card Offers,Both,443.84,30913.21,0.0,695.04,Yes,No,Too many ads
City,Platinum Membership,Yes,Without Offers,Both,429.04,9349.5,14.0,962.4061517,Yes,Yes,No reason specified
